cas,smile,odors
111-13-7,CCCCCCC(C)=O,"boisé,champignon,cire d'abeille,essence,fromage,fromage bleu,herbe,lactique,levure,moisi,parmesan,terre"
111-14-8,CCCCCCC(O)=O,"ananas,cire d'abeille,fermentaire,fromage,fruité,gras,sueur"
111-26-2,CCCCCCN,poisson
111-27-3,CCCCCCO,"alcool,doux,éther,fruité,huile,pomme,vert"
111-28-4,C/C=C/C=C/CO,"amande,doux,fruit à coque,fruité,herbe,légume,massepain,moisi,vert,whisky"
111-31-9,CCCCCCS,"ail,alliacé,brûlé,caoutchouc,fruit à coque,gras,légume,soufré"
111-47-7,CCCSCCC,"alliacé,oignon"
111-55-7,CC(=O)OCCOC(C)=O,"ester,floral"
111-62-6,CCCCCCCC/C=C/CCCCCCCC(=O)OCC,"beurre,cire d'abeille,gras,huile,lactique,lait frais,suif"
111-70-6,CCCCCCCO,"aldéhyde,banane,boisé,doux,fermentaire,fruit à coque,fruité,gras,herbe,huile,légume,moisi,pivoine,pomme,solvant,vert,violette"
111-71-7,CCCCCCC=O,"agrume,aldéhyde,cognac,coriandre,gras,herbe,huile,ozone,rance,trèfle,vert"
111-79-5,CCCCCC\C=C/C(=O)OC,"cire d'abeille,doux,fruité,huile,légume,melon,pastèque,poire,pomme,vert,violette"
111-80-8,CCCCCCC#CC(=O)OC,"concombre,fruité,melon,vert,violette"
111-81-9,COC(=O)CCCCCCCCC=C,"agrume,ananas,cire d'abeille,floral,gras,rose,terre"
111-82-0,CCCCCCCCCCCC(=O)OC,"champignon,cire d'abeille,crème,gras,noix de coco,savon"
111-87-5,CCCCCCCCO,"agrume,aldéhyde,brûlé,champignon,cire d'abeille,doux,floral,fruité,gras,métal,noix de coco,orange,rose,vert"
1113-21-9,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)(O)C=C,"balsamique,rose"
1113-60-6,OCC(=O)C(O)=O,chou
1115-11-3,C\C=C(/C)C=O,"amande,anisé,éther,frais,fruit à coque,fruité,vert"
1117-52-8,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=O,éther
1117-55-1,CCCCCCCC(=O)OCCCCCC,"baie,cire d'abeille,ester,frais,fruité,huile,pomme,vert"
1117-59-5,CCCCCCOC(=O)CCCC,"brandy,fruité,vert"
1117-61-9,C[C@@H](CCO)CCC=C(C)C,"huile,rose"
111753-62-9,COC(=O)c1ccccc1N=CC(C)Cc2ccc(OC)cc2,"anis,aubépine,épicé,floral,mimosa,poudré,vert"
1118-27-0,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,"abricot,agrume,bergamote,fruité,lavande,pêche,pomme,prune,sauge"
1118-39-4,CC(=O)OC(C)(C)CCCC(=C)C=C,"agrume,aldéhyde,bergamote,boisé,floral,herbe,lavande,noix de muscade,romarin"
1119-44-4,CCC/C=C/C(C)=O,"boisé,carvi,crème,doux,fromage,fruité,herbe,noix de coco,vert"
112-05-0,CCCCCCCCC(O)=O,"cire d'abeille,crème,doux,fromage,graisse,gras,lactique"
112-06-1,CCCCCCCOC(C)=O,"abricot,agrume,aldéhyde,boisé,cire d'abeille,épicé,floral,fruité,gras,poire,rhum,savon,vert,vin"
112-12-9,CCCCCCCCCC(C)=O,"ananas,cire d'abeille,crème,floral,frais,fromage,fruité,gras,vert"
112-14-1,CCCCCCCCOC(C)=O,"agrume,champignon,cire d'abeille,cognac,fruité,gras,herbe,pomme,terre,vin,zesté"
112-17-4,CCCCCCCCCCOC(C)=O,"agrume,cire d'abeille,crème,doux,frais,gras,huile,savon"
112-19-6,CC(=O)OCCCCCCCCCC=C,"cire d'abeille,fromage,fruité,graisse animale,gras,grillé,lactique,réglisse,rose"
112-23-2,CCCCCCCOC=O,"cire d'abeille,cognac,concombre,floral,fruité,gras,herbe,huile,légume,pomme,prune,vert"
112-30-1,CCCCCCCCCCO,"agrume,cire d'abeille,doux,floral,gras,orange,vert"
112-31-2,CCCCCCCCCC=O,"agrume,aldéhyde,cire d'abeille,doux,écorce d'orange,floral,gras,melon,orange,suif,vert,zesté"
112-32-3,CCCCCCCCOC=O,"agrume,cire d'abeille,concombre,coriandre,huile,orange,rose,vert"
112-37-8,CCCCCCCCCCC(O)=O,"cire d'abeille,crème,fromage,gras,lactique,noix de coco"
112-39-0,CCCCCCCCCCCCCCCC(=O)OC,"cire d'abeille,gras"
112-42-5,CCCCCCCCCCCO,"agrume,aldéhyde,cire d'abeille,doux,floral,rose,savon"
112-43-6,OCCCCCCCCCC=C,"agrume,cire d'abeille,floral,ozone"
112-44-7,CCCCCCCCCCC=O,"agrume,aldéhyde,ananas,cire d'abeille,coriandre,doux,floral,gras,orange,pastèque,savon,vert"
112-45-8,C=CCCCCCCCCC=O,"agrume,aldéhyde,cire d'abeille,floral,gras,huile,mandarine,marin,orange,rose,savon,vert"
112-53-8,CCCCCCCCCCCCO,"aldéhyde,cire d'abeille,coriandre,graisse animale,gras,miel,noix de coco,savon,terre"
112-54-9,CCCCCCCCCCCC=O,"agrume,aldéhyde,cire d'abeille,écorce d'orange,floral,graisse,mandarine,orange,savon,vert"
112-55-0,CCCCCCCCCCCCS,cuit
112-61-8,CCCCCCCCCCCCCCCCCC(=O)OC,cire d'abeille
112-66-3,CCCCCCCCCCCCOC(C)=O,"champignon,cire d'abeille,crème,frais,huile,savon"
112-72-1,CCCCCCCCCCCCCCO,"cire d'abeille,noix de coco"
112-80-1,CCCCCCCC/C=C/CCCCCCCC(O)=O,"cire d'abeille,friture,gras,huile,légume,pomme de terre,saindoux,suif"
1122-62-9,CC(=O)c1ccccn1,"fruit à coque,gras,maïs,moisi,pain,tabac"
1123-85-9,CC(CO)c1ccccc1,"balsamique,chèvrefeuille,épicé,floral,jacinthe,lilas,phénolé,rose,vert"
1124-11-4,Cc1nc(C)c(C)nc1C,"asperge,brûlé,cacahuète,cacao,café,chocolat,fruit à coque,herbe,moisi,saindoux,terre,vanille"
1125-12-8,CC(C)C12CC1C(C)C(=O)C2,"boisé,épicé"
1125-21-9,CC1=CC(=O)CC(C)(C)C1=O,"agrume,boisé,citron,doux,floral,fruité,moisi,tabac,thé,vert"
1125-88-8,COC(OC)c1ccccc1,"amande amère,cerise,floral,fruité,vert,vin"
1126-51-8,CCOC(=O)C1CCC(=O)O1,fumée
1126-79-0,CCCCOc1ccccc1,réglisse
1128-08-1,CCCCCC1=C(C)CCC1=O,"agrume,boisé,doux,épicé,floral,fruité,herbe,jasmin,myrrhe,poudré,vert"
1129-67-5,O=COCCCC1CCCCC1,métal
1129-69-7,CCCCCCc1ccccn1,"fruit à coque,gras,légume,mouton,vert"
1131-62-0,COc1ccc(cc1OC)C(C)=O,"boisé,floral,musc"
1135-66-6,CC1(C)CCC=C2C(C)(C)C3CCC12C3,poussière
1139-30-6,CC1(C)CC2C1CCC3(C)OC3CCC2=C,"ambre gris,ambrette,boisé,carotte,cèdre,doux,épicé,frais"
1142-85-4,CC(C)CC(=O)OC(C)(C)C1CCC(=CC1)C,"encens,orange,pin,pomme"
115-18-4,CC(C)(O)C=C,"huile,terre"
115-71-9,CC(/CO)=C/CCC1(C)C2CC3C(C2)C13C,santal
115-95-7,CC(C)=CCCC(C)(OC(C)=O)C=C,"agrume,bergamote,boisé,cire d'abeille,doux,épicé,floral,fruité,herbe,lavande,vert"
115-99-1,CC(C)=CCCC(C)(OC=O)C=C,"bergamote,coriandre,fruité,herbe,rose,vert"
1153-51-1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC=C2,musc
116-02-9,CC1CC(O)CC(C)(C)C1,"épicé,frais,menthé,menthol,moisi"
116-09-6,CC(=O)CO,"brûlé,caramel,doux,éther,vert"
116-26-7,CC1=C(C=O)C(C)(C)CC=C1,"boisé,camphre,doux,épicé,fruité,herbe,médicinal,métal,phénolé,poudré,romarin,tabac"
116-53-0,CCC(C)C(O)=O,"beurre,fermentaire,fromage,fruité,lactique,sueur"
116-66-5,Cc1c(cc2c(c1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O,"ambrette,musc,poudré"
117-98-6,CC1CC(OC(C)=O)C=C(C)C2CC(CC12)=C(C)C,"doux,poudré,racine,santal"
118-55-8,Oc1ccccc1C(=O)Oc2ccccc2,"balsamique,fruité"
118-58-1,Oc1ccccc1C(=O)OCc2ccccc2,"balsamique,doux,herbe,huile,orchidée,savon"
118-60-5,CCCCC(CC)COC(=O)c1ccccc1O,"balsamique,doux"
118-61-6,CCOC(=O)c1ccccc1O,"anisé,balsamique,doux,épicé,floral,frais,menthé"
118-65-0,C\C1=C\CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,épicé
118-71-8,CC1=C(O)C(=O)C=CO1,"baie,barbe à papa,bonbon,brûlé,caramel,confiture,cuit,doux,fruité,pain"
118-72-9,Cc1cccc(C)c1[S-],"fruit à coque,fumée,légume,métal,phénolé,soufré"
118-93-4,CC(=O)c1ccccc1O,"amande amère,aubépine,cannelle,cerise,coumarine,doux,herbe,melon,miel,naphtaline,phénolé,tabac"
1188-02-9,CCCCC[C@@H](C)C([O-])=O,"babeurre,cire d'abeille,fromage,gras,huile,savon,sueur,vert"
1189-09-9,COC(=O)/C=C(C)/CCC=C(C)C,"floral,fruité,vert"
119-36-8,COC(=O)c1ccccc1O,"balsamique,bière,camphre,doux,phénolé"
119-53-9,OC(c1ccccc1)C(=O)c2ccccc2,médicinal
119-61-9,O=C(c1ccccc1)c2ccccc2,"géranium,herbe,métal,phénolé,plastique,poudré,rose"
119-65-3,c1ccc2cnccc2c1,"amande amère,anis,balsamique,herbe"
119-84-6,O=C1CCc2ccccc2O1,"cannelle,coumarine,crème,doux,épicé,fève tonka,herbe,lait frais,noix de coco,vanille"
1191-16-8,CC(=O)OCC=C(C)C,"balsamique,banane,doux,floral,frais,fruité,héliotrope,jasmin,vert"
1191-43-1,SCCCCCCS,"brûlé,gras,soufré"
1191-62-4,SCCCCCCCCS,"champignon,gras,terre"
1192-62-7,CC(=O)c1occc1,"amande,balsamique,cacao,café,caramel,cuit,doux,fruit à coque,grillé,lait frais"
1193-11-9,CC1COC(C)(C)O1,"asperge,éther,feuille de tomate,légume,moisi,pomme de terre,terre,tomate,vert"
1193-18-6,CC1=CC(=O)CCC1,"amande,benjoin,boisé,caramel,cerise,doux,fruit à coque,fruité,grain,moisi,noix,phénolé"
1193-79-9,CC(=O)c1oc(C)cc1,"cacao,caramel,coumarine,doux,foin,fruit à coque,grillé,lait frais,moisi,noix de coco,pain"
1195-32-0,CC(=C)c1ccc(C)cc1,"balsamique,café,clou de girofle,épicé,fruit à coque,moisi,phénolé,pin"
1195-92-2,CC(=C)[C@@H]1CCC2(C)OC2C1,"agrume,herbe,menthé,menthe verte"
1196-01-6,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,"camphre,menthé"
1197-01-9,Cc1ccc(cc1)C(C)(C)O,"camphre,céréale,cerise,coumarine,doux,floral,foin,frais,fruité,pain"
1197-06-4,CC(=C)[C@@H]1CC=C(C)[C@H](O)C1,épicé
120-11-6,COc1cc(\C=C/C)ccc1OCc2ccccc2,"balsamique,bois brûlé,doux,épicé,floral,magnolia,œillet,poudré"
120-14-9,COc1ccc(C=O)cc1OC,"boisé,crème,doux,herbe,phénolé,poudré,vanille"
120-24-1,COc1cc(\C=C\C)ccc1OC(=O)Cc2ccccc2,"cannelle,clou de girofle,doux,épicé,floral,miel,poudré"
120-25-2,CCOc1ccc(C=O)cc1OC,"floral,vanille"
120-45-6,CCC(=O)OC(C)c1ccccc1,"agrume,doux,floral,fruité,gardénia,herbe,rose,vert"
120-50-3,CC(C)COC(=O)c1ccccc1,"balsamique,cerise,chimique,doux,fruité,moisi,poudré"
120-51-4,O=C(OCc1ccccc1)c2ccccc2,"baie,balsamique,doux,floral,fruité,herbe,huile,poudré"
120-57-0,O=Cc1ccc2OCOc2c1,"cerfeuil,cerise,crème,doux,épicé,noix de coco,poudré,vanille"
120-58-1,C/C=C/c1ccc2OCOc2c1,épicé
120-72-9,[nH]1ccc2ccccc12,"animal,brûlé,chimique,fécal,floral,moisi,naphtaline,phénolé,terre"
1200-67-5,CC1(C)C2CCC1(C)[C@H](C2)OC=O,"boisé,camphre,floral,frais,médicinal,menthé,moisi,terre"
1205-17-0,CC(Cc1ccc2OCOc2c1)C=O,"cyclamen,floral,foin,litchi,mangue,melon,ozone,pastèque,vert"
1209-61-6,CC1CCC2OC2(C)CCC3C1CC3(C)C,"ambre gris,boisé,noix de muscade,tabac"
1209-71-8,CC1=C2C[C@@H](CC[C@@]2(C)CCC1)C(C)(C)O,doux
121-32-4,CCOc1cc(C=O)ccc1O,"bière,caramel,crème,doux,vanille"
121-33-5,COc1cc(C=O)ccc1O,"chocolat,crème,doux,épicé,lait frais,phénolé,vanille"
121-34-6,COc1cc(ccc1O)C(O)=O,"crème,doux,lait frais,phénolé,poudré,vanille"
121-39-1,CCOC(=O)C1OC1c2ccccc2,"baie,doux,floral,fraise,fruit sec,fruité,miel,rose"
121-97-1,CCC(=O)c1ccc(OC)cc1,anisé
121-98-2,COC(=O)c1ccc(OC)cc1,"anis,doux"
1211-29-6,CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(=O)OC,"cire d'abeille,doux,floral,frais,fruité,huile,jasmin,kiwi,magnolia,melon,vert"
12135-76-1,[NH4+].[NH4+].[S--],"œuf,soufré"
122-00-9,CC(=O)c1ccc(C)cc1,"cerise,coumarine,crème,doux,fleur d'acacia,fruité,héliotrope,mimosa,naphtaline,poudré,vanille"
122-03-2,CC(C)c1ccc(C=O)cc1,"cumin,épicé,herbe,légume,vert"
122-40-7,CCCCC/C(C=O)=C/c1ccccc1,"cire d'abeille,doux,floral,fruité,herbe,huile,jasmin,miel,poudré,rose,vert"
122-43-0,CCCCOC(=O)Cc1ccccc1,"cacao,chocolat,doux,floral,foin,miel,rose"
122-44-1,O=C(Cc1ccccc1)OCCCc2ccccc2,"épicé,jacinthe,rose,vert"
122-45-2,CCCCCCCCOC(=O)Cc1ccccc1,"basilic,miel,orange,terre"
122-46-3,CC(=O)Oc1cccc(C)c1,"narcisse,phénolé"
122-48-5,COc1cc(CCC(C)=O)ccc1O,"balsamique,boisé,crème,épicé,gingembre,phénolé,vanille"
122-57-6,CC(=O)\C=C\c1ccccc1,"anisé,balsamique,cannelle,cire d'abeille,confiture,crème,doux,épicé,floral,fruité,phénolé,poudré,rhubarbe"
122-63-4,CCC(=O)OCc1ccccc1,"balsamique,banane,confiture,doux,floral,fruité,jasmin,pomme"
122-67-8,CC(C)COC(=O)\C=C\c1ccccc1,"balsamique,chimique,doux,épicé,fruité"
122-68-9,O=C(OCCCc1ccccc1)\C=C/c2ccccc2,"abricot,balsamique,doux,épicé,fruité"
122-69-0,O=C(OC/C=C/c1ccccc1)/C=C/c2ccccc2,"balsamique,cannelle,doux,épicé,floral,jasmin,levure,rose"
122-70-3,CCC(=O)OCCc1ccccc1,"balsamique,doux,floral,fruité,miel,rose,styrax,vert"
122-72-5,CC(=O)OCCCc1ccccc1,"balsamique,cannelle,épicé,floral,foin,fruité,miel,poudré,sève de pin,styrax"
122-73-6,CC(C)CCOCc1ccccc1,"fruité,gardénia,herbe,jasmin,petits pois,vert"
122-74-7,CCC(=O)OCCCc1ccccc1,"balsamique,fruité,jacinthe,mimosa"
122-78-1,O=CCc1ccccc1,"cacao,chocolat,doux,épicé,fermentaire,floral,jacinthe,miel,poudré,rose,terre,trèfle"
122-84-9,COc1ccc(CC(C)=O)cc1,"anisé,balsamique,bière,crème,doux,épicé,fenouil,fruité,herbe,menthé,réglisse,vert"
122-91-8,COc1ccc(COC=O)cc1,"algue,anisé,doux,épicé,floral,fruité,héliotrope,poudré,vanille"
122-97-4,OCCCc1ccccc1,"anis,balsamique,cannelle,épicé,floral,fruité,jacinthe,miel,vin"
122-99-6,OCCOc1ccccc1,balsamique
1222-05-5,CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,"floral,musc"
12262-03-2,CCCC/C=C/CCCCC(=O)OCCC(C)C,"cire d'abeille,rose"
122760-84-3,CC1C2CC3CC1C(O)C(C2)C3=C,"cardamome,épicé,gingembre"
123-07-9,CCc1ccc(O)cc1,"bacon,castoréum,épicé,fumée,jambon,phénolé"
123-08-0,Oc1ccc(C=O)cc1,"amande,balsamique,boisé,crème,fruit à coque,métal,miel,moisi,vanille"
123-11-5,COc1ccc(C=O)cc1,"anis,aubépine,balsamique,boisé,chamallow,coumarine,crème,doux,épicé,floral,mimosa,poudré,vanille"
123-15-9,CCCC(C)C=O,"éther,fruité,légume,raisin,vert"
123-19-3,CCCC(=O)CCC,"ananas,cognac,doux,fromage,fruité"
123-25-1,CCOC(=O)CCC(=O)OCC,"floral,fruit de la passion,fruité,pomme cuite,ylang-ylang"
123-29-5,CCCCCCCCC(=O)OCC,"banane,cire d'abeille,cognac,ester,fruité,pomme,raisin,rhum,rose,savon,vin"
123-32-0,Cc1cnc(C)cn1,"bœuf cuit,boisé,cacahuète,cacao,fruit à coque,gras,herbe,huile,médical,médicinal,moisi,pomme de terre,pomme de terre cuite,poudré,terre"
123-35-3,CC(C)=CCCC(=C)C=C,"agrume,balsamique,boisé,carotte,épicé,fruité,herbe,légume,mangue,menthé,plastique,rose"
123-38-6,CCC=O,"alcool,amande,banane,brandy,cacao,chocolat,cognac,éther,fromage bleu,fruit à coque,légume,levure,moisi,pomme,pomme de terre,raisin,terre,vin,whisky"
123-51-3,CC(C)CCO,"alcool,banane,brûlé,cognac,éther,fermentaire,fruité,malté,mélasse,whisky"
123-66-0,CCCCCC(=O)OCC,"ananas,banane,cire d'abeille,doux,ester,fruité,gras,vert"
123-68-2,CCCCCC(=O)OCC=C,"ananas,cognac,éther,fruité,gras,rhum"
123-69-3,O=C1CCCCC\C=C/CCCCCCCCO1,"animal,musc"
123-72-8,CCCC=O,"cacao,fermentaire,grain,malté,moisi,pain,vert"
123-75-1,[H+].[Cl-].C1CCNC1,"algue,coquillage,œuf,poisson"
123-76-2,CC(=O)CCC(O)=O,"beurre,caramel,crème,doux,lactique,vanille"
123-86-4,CCCCOC(C)=O,"banane,bonbon,doux,éther,fruité,solvant,vert"
123-92-2,CC(C)CCOC(C)=O,"banane,doux,ester,fruité,solvant,vert"
123-94-4,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,cire d'abeille
123-95-5,CCCCCCCCCCCCCCCCCC(=O)OCCCC,huile
123-96-6,CCCCCCC(C)O,"banane verte,boisé,capucine,champignon,épicé,graisse,herbe,terre,vert"
124-06-1,CCCCCCCCCCCCCC(=O)OCC,"cire d'abeille,crème,doux,violette"
124-07-2,CCCCCCCC(O)=O,"brandy,cire d'abeille,fromage,gras,huile,légume,rance,savon"
124-10-7,CCCCCCCCCCCCCC(=O)OC,cire d'abeille
124-12-9,CCCCCCCC#N,"aldéhyde,vert"
124-13-0,CCCCCCCC=O,"agrume,aldéhyde,cire d'abeille,citron,écorce d'orange,gras,orange,savon,vert"
124-19-6,CCCCCCCCC=O,"agrume,aldéhyde,cire d'abeille,concombre,écorce d'orange,frais,fruit à coque,gras,huile,melon,noix de coco,orange,pomme de terre,rose,vert,zesté"
124-25-4,CCCCCCCCCCCCCC=O,"ambre gris,boisé,cire d'abeille,crème,encens,fruité,gras,lactique,musc,noix de coco,poire,poisson,zesté"
124-76-5,CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)C2,"boisé,camphre,herbe,menthé,terre"
125-12-2,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,"agrume,boisé,camphre,doux,épicé,herbe,pin,savon"
125109-84-4,CC(CC=O)c1cccc(c1)C(C)=C,"floral,melon,vert"
125109-85-5,CC(C)c1cccc(c1)C(C)CC=O,"fleur de tilleul,frais,muguet,vert"
126-64-7,CC(C)=CCCC(C)(OC(=O)c1ccccc1)C=C,"bergamote,floral,genêt,herbe,lys"
126-90-9,CC(C)=CCC[C@](C)(O)C=C,"floral,lavande"
126-91-0,CC(C)=CCC[C@@](C)(O)C=C,"agrume,baie,boisé,floral,lavande,myrtille,orange"
127-17-3,CC(=O)C(O)=O,caramel
127-41-3,CC(=O)/C=C/C1C(=CCCC1(C)C)C,"baie,boisé,floral,framboise,fruité,mûre,myrtille,poudré,violette"
127-42-4,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,"baie,boisé,cire d'abeille,confiture,doux,floral,fruité,poudré,thé,violette"
127-43-5,CCC(=O)/C=C/C1=C(C)CCCC1(C)C,"baie,boisé,crème,floral,poudré,tabac,violette"
127-51-5,CC(=O)C(\C)=C/C1C(=CCCC1(C)C)C,"baie,boisé,confiture,doux,floral,framboise,fruité,herbe,poudré,thé,violette"
127-91-3,CC1(C)C2CCC(=C)C1C2,"boisé,camphre,épicé,eucalyptus,foin,frais,menthé,noix de muscade,pin,poivre,résineux,térébenthine,vert"
128-37-0,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,camphre
128-50-7,CC1(C)C2CC=C(CCO)C1C2,"agrume,balsamique,herbe,pin"
128-51-8,CC(=O)OCCC1=CCC2CC1C2(C)C,"bergamote,boisé,lavande,pin"
13002-09-0,CC(C)CCOC(C)OCCC(C)C,"éther,fermentaire,fruité,vert"
13019-20-0,CCCCC(=O)C(C)C,vert
13019-22-2,OCCCCCCCCC=C,"aldéhyde,cire d'abeille,coriandre,frais,gras,huile,métal"
13074-63-0,CCCCCC1C(C)CCC1=O,"doux,épicé,fruité,jasmin"
13074-65-2,CCCCCCC1CCCC1=O,"floral,fruité"
13109-70-1,CCCC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,"bois,boisé"
13162-46-4,CCCCCC/C=C/C=C/C=O,"agrume,aldéhyde,beurre,concombre,cuit,épicé,fruité,graisse de poulet,gras,poulet"
13171-00-1,CC(=O)c1cc(cc2c1CCC2(C)C)C(C)(C)C,"ambre gris,animal,boisé,cèdre,cire d'abeille,doux,musc,poudré"
131812-67-4,CC1COC(C)(O1)c2ccc3c(c2)C(C)(C)CCC3(C)C,"boisé,musc,poudré"
13184-86-6,CCOCc1ccc(O)c(OC)c1,"chocolat,crème,doux,épicé,fumée,noix de muscade,rhum,vanille"
1319-88-6,OCC(O)C(/O)=C/c1ccccc1,"amande,cerise,doux,fruité,moisi"
1321-30-8,CCOC(=O)C\C(=C\C([O-])=O)C([O-])=O,"fruité,vin"
1321-89-7,CC(C)CCCCCCC=O,"agrume,citron,floral,rose"
13215-88-8,C\C=C\C=C1/C(=CC(=O)CC1(C)C)C,"boisé,brûlé,épicé,fenugrec,fruit à coque,herbe,tabac"
1322-58-3,CC(CCCC(C)=O)CCC=C(C)C,"balsamique,boisé,floral,fruité,pêche,pomme,rose"
13254-34-7,CC(C)CCCC(C)(C)O,"agrume,baie,boisé,floral,herbe,myrtille,vert"
13257-44-8,CCCCCCC#CC(OC)OC,"doux,vert,violette"
133-18-6,Nc1ccccc1C(=O)OCCc2ccccc2,"fleur d'oranger,floral,fruité,miel,narcisse,orange,raisin,rose"
133-37-9,OC(C(O)C(O)=O)C(O)=O,caramel
13327-56-5,CCOC(=O)CCSC,"ail,ananas,fruité,légume,métal,oignon,rhum,soufré,tomate"
1333-49-9,CC(C)CCCC(C)CCO,"cuir,moisi,plastique,rose"
1333-53-5,CC(C)c1ccnc2ccccc12,"métal,terre"
1333-58-0,CC(C)Cc1ccnc2ccccc12,"animal,herbe,vert"
1334-76-5,COC(=O)c1cocc1,"fruité,vin"
1334-82-3,CCCCCOC(=O)c1occc1,"fruité,herbe,huile"
13341-72-5,CC1CCC2=C(C)C(=O)OC2C1,"coumarine,crème,doux,menthe verte,noix de coco,poudré,tabac,vanille"
1335-44-0,CC(C)c1cccc(CC=O)c1,"boisé,fleur de troëne"
1335-46-2,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,"boisé,floral,poudré,thé"
1335-66-6,CC1CC(=CC(C)C1C=O)C.CC2C=C(C)CC(C=O)C2C,"aldéhyde,ambre gris,balsamique,boisé,herbe,poudré,sciure,terre,vert"
13351-61-6,CC(C)(CO)Cc1ccccc1,"boisé,muguet"
13360-64-0,CCc1cnc(C)cn1,"café,doux,fruit à coque,herbe"
13360-65-1,CCc1nc(C)cnc1C,"cacao,fruit à coque,grillé,noisette"
1337-83-3,CCCCCCCC\C=C\C=O,"aldéhyde,rose"
1338-43-8,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,"cire d'abeille,huile"
134-09-8,CC(C)C1CCC(C)CC1OC(=O)c2ccccc2N,menthol
134-20-3,COC(=O)c1ccccc1N,"baie,doux,fleur d'oranger,floral,fruité,moisi,poudré,raisin"
134-28-1,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(C)=O,"boisé,épicé,gras,vert"
134-96-3,COc1cc(C=O)cc(OC)c1O,"boisé,cacao,chocolat,crème,doux,fève tonka,fruit à coque,lactique"
134123-93-6,CCc1ccc(CC(C)(C)C#N)cc1,"anisé,herbe,marin"
13419-69-7,CCC\C=C\C([O-])=O,"doux,fromage,fruité,herbe"
13466-78-9,CC1=CCC2C(C1)C2(C)C,"agrume,sapin"
134769-33-8,C=CCCCCCCC/C=C/CC#N,"aldéhyde,frais,mandarine"
13477-62-8,CC(C)CC1CC(C)CCO1,"géranium,herbe,métal,vert"
13481-87-3,CCCCC\C=C\CC(=O)OC,"fruité,gras,melon,pastèque,poire,pomme,prune,vert"
13491-79-7,CC(C)(C)C1CCCCC1O,"camphre,menthé,patchouli,phénolé"
13494-06-9,CC1CC(=O)C(=O)C1C,"brûlé,caramel,doux,fenugrec,phénolé,réglisse,résineux,sirop d'érable,sucre brûlé"
13494-07-0,CC1CC(C)C(=O)C1=O,"caramel,doux,sirop d'érable"
13494-08-1,CCC1CCC(=O)C1=O,"caramel,sirop d'érable"
135-02-4,COc1ccccc1C=O,"amande,aubépine,doux,floral,moisi,poudré,vanille"
135-79-5,CC(C)c1ccc2ncccc2c1,"fruit à coque,métal,phénolé,terre,vert"
13529-27-6,CCOC(OCC)c1occc1,"champignon,terre"
13532-18-8,COC(=O)CCSC,"ail,doux,légume,oignon,racine,radis,raifort,soufré,tomate"
13552-96-0,CCCCC/C=C\C\C=C/C=C/C=O,"cire d'abeille,doux,fruité,gras,huile"
13567-39-0,CC1CCC2C(C)(C)C3CC12CC4OC34C,"ambre gris,frais,herbe,patchouli,santal,tabac"
136-60-7,CCCCOC(=O)c1ccccc1,"balsamique,fruité"
13623-11-5,Cc1sc(C)c(C)n1,"cacao,café,chocolat,fruit à coque,grillé,légume,moisi,noisette,terre,vert"
1365-19-1,CC(C)=CCCC(C)(O)C1CO1,"baie,bois,boisé,fermentaire,floral,frais,fruité,gras,herbe,terre,vert"
13678-58-5,CCC(=O)CSC,"ail,alliacé,champignon,chou,doux,frais,gras,grillé,huile,lactique,légume,métal,moutarde,oignon,poisson,radis,raifort,soufré,terre,vert,wasabi"
13678-59-6,CSc1oc(C)cc1,"ail,café,champignon,moisi,moutarde,oignon,poivre,raifort,soufré"
13678-60-9,CC(C)CC(=O)OCc1occc1,"fruité,prune,raisin"
13678-67-6,C(SCc1occc1)c2occc2,"cacao,café,champignon,fruit à coque,métal,sang,soufré,terre,viande cuite"
13678-68-7,CC(=O)SCc1occc1,"ail,alliacé,brûlé,café,fruit à coque,légume,soufré"
13678-69-8,CC(=O)C(=O)c1sccc1,"boisé,praline"
13679-46-4,COCc1occc1,moutarde
13679-61-3,CSC(=O)c1occc1,"chou,crème,friture,oignon cuit"
13679-70-4,Cc1sc(C=O)cc1,"amande,amande amère,boisé,cerise,doux,fruit à coque,fruité,héliotrope,pain"
